大分類,中分類,小分類,問題ID,問題本文,選択肢1,選択肢2,選択肢3,選択肢4,回答の選択肢番号,回答の解説,難易度
漫画,ワンピース,その他,158,麦わらの一味のマークの麦わら帽子の意味は？,友情の証,ルフィの象徴,冒険の始まり,海賊の印,1,麦わら帽子はルフィの象徴であり、友情の証でもあります。,2
漫画,ワンピース,その他,159,「ひとつなぎの大秘宝」ワンピースを発見した海賊王の名前は？,ゴールド・ロジャー,白ひげ,シャンクス,ロックス,1,ワンピースを発見したのはゴールド・ロジャーです。,2
漫画,ワンピース,その他,160,海賊王の処刑台があった場所は？,ローグタウン,グランドライン,マリンフォード,聖地マリージョア,1,ロジャーの処刑台はローグタウンにありました。,2
漫画,ワンピース,その他,161,アラバスタ王国の守護神は？,ペル,チャカ,クロコダイル,ビビ,1,アラバスタ王国の守護神はペル（ハヤブサ）です。,2
漫画,ワンピース,その他,162,空島に住むスカイピアの神の名前は？,ガン・フォール,エネル,ワイパー,パガヤ,1,スカイピアの神はガン・フォールです。,2
漫画,ワンピース,その他,163,スリラーバークで登場した「ナイトメア・ルフィ」の能力は？,影を吸収する,巨大化する,悪魔の力を得る,スピードが上がる,1,ナイトメア・ルフィは影を吸収して一時的に強くなりました。,3
漫画,ワンピース,その他,164,シャボンディ諸島でルフィが天竜人を殴った理由は？,ケイミーを助けるため,怒りの感情,正義のため,仲間を救うため,1,ケイミーが撃たれたことにルフィが激怒したためです。,2
漫画,ワンピース,その他,165,インペルダウンのレベル1の名前は？,紅蓮地獄,灼熱地獄,飢餓地獄,極寒地獄,1,レベル1は紅蓮地獄です。,2
漫画,ワンピース,その他,166,マリンフォード頂上戦争で白ひげが負った傷の名前は？,赤犬による火傷,黒ひげによる銃創,ミホークによる斬撃,三大将による攻撃,1,白ひげは赤犬に致命傷を負わされました。,3
漫画,ワンピース,その他,167,魚人島で起こった差別問題の原因は？,人間の差別意識,魚人の偏見,ホーディ・ジョーンズの扇動,古代からの因縁,1,差別の原因は人間の差別意識とホーディの扇動です。,3
漫画,ワンピース,その他,168,パンクハザードでローが切断した場所は？,島,山,海,体,1,ローはパンクハザードを半分に切断しました。,2
漫画,ワンピース,その他,169,ドレスローザのドンキホーテ・ファミリーの最高幹部の総称は？,最高幹部,幹部,ファミリー,デストロイヤー,1,ドンキホーテ・ファミリーの最高幹部は「最高幹部」と呼ばれます。,2
漫画,ワンピース,その他,170,ゾウの背中に住むミンク族の国は？,モコモ公国,ゾウ王国,ミンク王国,ワノ国,1,ゾウの背中にあるのはモコモ公国です。,2
漫画,ワンピース,その他,171,ホールケーキアイランドでサンジが結婚させられそうになった相手は？,プリン,スムージー,ブリュレ,モンドール,1,サンジはプリンと結婚させられそうになりました。,2
漫画,ワンピース,その他,172,ワノ国編で登場したルフィの新しいギアの形態は？,ギア5,ギア4「スネイクマン」,ギア4「タンクマン」,ギア4「バウンドマン」,1,ワノ国編ではギア5が登場しました。,2
漫画,ワンピース,その他,173,エッグヘッドでベガパンクが製造した人造人間は？,セラフィム,サイボーグ,パシフィスタ,クローン,1,ベガパンクが製造したのはセラフィムです。,2
漫画,ワンピース,その他,174,世界政府の旗に描かれている紋章の意味は？,世界の支配,世界の平和,世界の統一,世界の真実,1,世界政府の旗は世界の統一を表しています。,3
漫画,ワンピース,その他,175,悪魔の実の能力者が海に落ちるとどうなる？,力が使えなくなる,体が痺れる,体が動かなくなる,死んでしまう,1,悪魔の実の能力者は海に落ちると力が使えなくなり、体が動かなくなります。,3
漫画,ワンピース,その他,176,東の海でルフィが初めて出会った仲間は？,ゾロ,ナミ,ウソップ,サンジ,1,ルフィが東の海で初めて出会った仲間はゾロです。,1
漫画,ワンピース,その他,177,バラティエでサンジが料理人をしていた理由は？,ゼフとの約束,海の料理人になるため,食いしん坊だから,旅の資金稼ぎのため,1,サンジはゼフとの約束と自身の夢のために料理人をしていました。,2
漫画,ワンピース,その他,178,ココヤシ村を支配していた魚人海賊団の船長は？,アーロン,クロオビ,チュウ,はっちゃん,1,ココヤシ村を支配していたのはアーロンです。,2
漫画,ワンピース,その他,179,ログポースが指し示す方向は？,次の島,グランドラインの終点,世界の真実,宝の場所,1,ログポースは次の島の磁気を指し示します。,2
漫画,ワンピース,その他,180,Mr.プリンスの正体は？,サンジ,ルフィ,ゾロ,ウソップ,1,Mr.プリンスの正体はサンジです。,2
漫画,ワンピース,その他,181,空島でルフィが倒した「神」エネルの出身地は？,ビルカ,スカイピア,アッパーヤード,雲隠れの里,1,エネルの出身地はビルカです。,2
漫画,ワンピース,その他,182,ウォーターセブンでルフィが船を乗り換えたのはなぜ？,メリー号が限界だったから,新しい船が欲しかったから,仲間が増えたから,敵に襲われたから,1,ゴーイングメリー号が限界だったため、サウザンドサニー号に乗り換えました。,2
漫画,ワンピース,その他,183,エニエス・ロビーでルフィがロビンを助けるために叫んだ言葉は？,"生きたいと言え",「お前がいなきゃダメだ」,「お前は仲間だ」,「行こう、ロビン！」,1,ルフィは「生きたいと言え!!!!」と叫びました。,2
漫画,ワンピース,その他,184,スリラーバークのゾンビたちの弱点は？,塩,水,火,太陽,1,スリラーバークのゾンビは塩が弱点です。,2
漫画,ワンピース,その他,185,シャボンディ諸島で麦わらの一味を助けた天竜人以外の人物は？,レイリー,くま,キッド,ロー,1,レイリーが麦わらの一味を助けました。,2
漫画,ワンピース,その他,186,インペルダウンの囚人たちが着用している服の色は？,白と黒のストライプ,赤と黒のストライプ,青と黒のストライプ,緑と黒のストライプ,1,インペルダウンの囚人の服は白と黒のストライプです。,3
漫画,ワンピース,その他,187,マリンフォード頂上戦争でエースが救出された後、黒ひげがエースを奪った場所は？,マリンフォード内,脱出ルート,インペルダウン,処刑台,1,エースはマリンフォード内で黒ひげに襲撃され奪われました。,3
漫画,ワンピース,その他,188,魚人島に伝わる伝説の乗り物「ノア」を動かすことができるのは誰？,ポセイドン,しらほし,海王類,ルフィ,1,ノアはポセイドン（しらほし）の力で動かすことができます。,2
漫画,ワンピース,その他,189,パンクハザードでローがルフィと海賊同盟を結んだ目的は？,カイドウを倒すため,海賊王になるため,世界を支配するため,海軍を倒すため,1,ローはカイドウを倒すためにルフィと海賊同盟を結びました。,2
漫画,ワンピース,その他,190,ドレスローザでサボが食べたメラメラの実を誰が手に入れた？,サボ,ルフィ,コアラ,藤虎,1,サボがメラメラの実を手に入れました。,2
漫画,ワンピース,その他,191,ゾウにいるミンク族の医者は誰？,シーザー・クラウン,チョッパー,ドクター・クレハ,Dr.ヒルルク,1,ゾウにいるミンク族の医者はシーザー・クラウンとチョッパーが協力しました。,3
漫画,ワンピース,その他,192,ホールケーキアイランドでサンジの出生の秘密が明かされたのはなぜ？,政略結婚のため,家族との再会のため,プリンの能力のため,ジェルマ66の陰謀のため,1,サンジの出生の秘密は政略結婚のために明かされました。,3
漫画,ワンピース,その他,193,ワノ国でルフィがカイドウに敗北した際に使われた技の名前は？,雷鳴八卦,熱息,ボロブレス,大威徳羅刹,1,カイドウがルフィに放った技は雷鳴八卦です。,3
漫画,ワンピース,その他,194,エッグヘッドでベガパンクの本体を守っているのは誰？,セラフィム,サテライト,CP0,海軍,1,ベガパンクの本体はセラフィムとサテライトに守られています。,3
漫画,ワンピース,その他,195,偉大なる航路の別名は？,グランドライン,新世界,楽園,パラダイス,1,偉大なる航路の別名はグランドラインです。,1
漫画,ワンピース,その他,196,ルフィの故郷の名前は？,フーシャ村,シェルズタウン,シロップ村,ココヤシ村,1,ルフィの故郷はフーシャ村です。,1
漫画,ワンピース,その他,197,ゾロがミホークに敗北した際に言った言葉は？,"二度と負けねェ",「おれは最強だ」,「仲間がいるから」,「もっと強くなる」,1,ゾロは「二度と負けねェ!!!!」と宣言しました。,2
漫画,ワンピース,その他,198,ナミが海図を描き続ける理由は？,世界の全てを知りたいから,ベルメールの夢を叶えるため,航海士としての誇り,お金のため,1,ナミは世界の全ての海図を描くことを夢見ています。,2
漫画,ワンピース,その他,199,ウソップが狙撃手として成長した理由は？,勇敢な海の戦士になるため,仲間を守るため,臆病な自分を変えるため,世界一の狙撃手になるため,1,ウソップは勇敢な海の戦士になるため、狙撃手として成長しました。,2
